Dato,Avdeling,Batch,Anlegg,Biomasse,Tilvekst,Alkalitet,Kalsium,Co2,Co2UtKar,Farge,NitrogenProsent,No3,No2,OksygenProsent,pH_etter,pH_foer,SalinitetProsent,DriftsvannGraderC,RaavannGraderC,TAN,Turbiditet,TotaltGasstrykkProsent
2023-12-24,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,35459.61485,473.12677,58.0000,,5.1000,,17.0000,,20.5000,0.3000,93.0000,7.4700,7.1100,3.0000,14.8000,,0.2000,5.0000,
2023-12-25,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,35877.49485,417.88000,72.0000,,4.3000,,14.0000,,22.3000,0.3100,102.0000,7.5400,7.1900,3.0000,14.7000,2.6000,0.2000,5.0000,
2023-12-26,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,36635.52485,758.03000,,,5.2000,,15.0000,,29.8000,0.2100,98.0000,7.5300,7.2100,3.0000,14.0000,3.0000,0.4000,5.0000,
2023-12-27,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,37355.10485,719.58000,,,5.1000,,18.0000,,35.2000,0.4600,90.0000,7.5200,7.1600,3.0000,14.6000,,0.2800,8.0000,
2023-12-28,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,37943.86485,588.76000,68.0000,,42.0000,,19.0000,,37.1000,0.3000,92.0000,7.5400,7.1900,3.0000,14.0000,,0.2000,15.0000,
2023-12-29,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,38536.34485,592.48000,76.0000,,3.8000,,10.0000,,35.8000,0.0600,94.0000,7.6100,7.2300,2.9000,14.8000,,0.2000,10.0000,
2023-12-30,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,39141.34485,605.00000,,,4.4000,,13.0000,,30.7000,0.2200,96.0000,7.5300,7.1700,3.1000,14.1000,,0.3300,8.0000,
2023-12-31,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,39808.44485,667.10000,,,4.6000,,16.0000,,28.0000,0.1700,90.0000,7.5200,7.1000,3.4000,14.7000,,0.3200,6.0000,
2024-01-01,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,40536.04679,727.60194,62.4000,,5.4000,,56.0000,,16.6000,0.1700,93.0000,7.4300,7.0600,2.9000,14.7000,2.7000,0.1800,7.0000,
2024-01-02,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,41341.04679,805.00000,,,6.6000,,16.0000,,21.0000,0.2600,90.0000,7.2500,6.9000,2.6000,15.0000,,0.2300,8.0000,
2024-01-03,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,42180.52679,839.48000,50.4000,,4.9000,,17.0000,,26.3000,0.1800,95.0000,7.3500,6.9600,2.6000,15.0000,,0.2000,8.0000,
2024-01-04,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,43089.02560,908.49881,,,5.2000,,11.0000,,29.9000,0.2800,96.0000,7.3400,6.9700,3.2000,15.0000,,0.2000,9.0000,
2024-01-05,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,43988.20560,899.18000,55.0000,,5.1000,,10.0000,,29.5000,0.3100,95.0000,7.3400,6.9800,3.1000,14.9000,,0.2000,8.0000,
2024-01-06,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,44920.20560,932.00000,,,5.6000,,16.0000,,28.3000,0.2300,94.0000,7.3100,6.9700,3.0000,14.7000,,0.2000,7.0000,
2024-01-07,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,45881.20560,961.00000,,,,,10.0000,,46.3000,0.3900,,,,,,,0.2900,6.0000,
2024-01-08,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,46777.83973,896.63413,46.8000,,6.2000,,11.0000,,51.6000,0.3800,96.0000,7.3000,6.9700,3.0000,15.0000,,0.2900,6.0000,
2024-01-09,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,47677.44789,899.60816,,,5.8000,,,,,,90.0000,,,3.0000,14.6000,,,,
2024-01-10,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,48586.44789,909.00000,53.0000,,5.9000,,15.0000,,48.4000,0.4500,100.0000,7.3900,7.0400,3.1000,14.7000,,0.2900,6.0000,
2024-01-11,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,49495.44789,909.00000,,,6.1000,,,,,0.4900,98.0000,7.3900,7.0500,3.1000,14.7000,,,6.0000,
2024-01-12,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,50351.09789,855.65000,62.4000,,6.0000,,15.0000,,50.0000,0.5300,98.0000,7.2600,7.0600,3.0000,14.7000,,0.3500,7.0000,
2024-01-13,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,51236.88789,885.79000,74.0000,,5.8000,,16.0000,,74.0600,0.5300,96.0000,7.2800,7.0700,3.0000,14.4000,,0.3200,7.0000,
2024-01-14,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,52147.88789,911.00000,72.4000,,61.0000,,16.0000,,68.0800,0.5100,95.0000,7.2900,7.0700,3.0000,14.5000,,0.3100,7.0000,
2024-01-15,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,53075.96789,928.08000,73.2000,,6.8000,,14.0000,,95.1200,0.5900,93.0000,7.2600,7.0600,3.0000,14.6000,2.8000,0.3600,6.0000,
2024-01-16,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,54033.96789,958.00000,69.2000,,7.2000,,14.0000,,73.2000,0.5900,95.0000,7.2200,7.0500,3.0000,14.6000,,0.3500,6.0000,
2024-01-17,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,55029.78778,995.81989,74.4000,,7.0000,,14.0000,,88.8000,0.7200,92.0000,7.2200,7.0400,3.0000,14.5000,,0.4400,5.0000,
2024-01-18,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,56067.28778,1037.50000,48.0000,,7.4000,,16.0000,,64.6000,0.5100,92.0000,7.1500,6.9600,3.0000,14.3000,,0.4000,4.0000,
2024-01-19,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,57120.10089,1052.81311,38.8000,,6.8000,,,,48.0000,0.6300,95.0000,7.2400,7.0200,2.9000,14.5000,2.8000,0.4100,4.0000,
2024-01-20,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,58216.10089,1096.00000,69.6000,,7.5000,,,,49.6000,0.5500,95.0000,7.3000,7.1000,2.9000,14.5000,2.8000,0.4900,4.0000,
2024-01-21,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,59292.10089,1076.00000,,,6.2000,,32.0000,,35.8000,0.4300,95.0000,7.4500,7.2000,3.0000,14.5000,2.8000,0.3400,4.0000,
2024-01-22,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,60411.60089,1119.50000,104.0000,,6.7000,,13.0000,,41.2000,0.3100,95.0000,7.4900,7.2500,2.8000,14.5000,2.8000,0.2700,4.0000,
2024-01-23,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,61484.60089,1073.00000,,,6.9000,,30.0000,,37.2000,0.5600,95.0000,7.4700,7.2500,3.0000,14.5000,,0.3500,4.0000,
2024-01-24,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,62600.79542,1116.19453,89.2000,,7.3000,,25.0000,,48.0000,0.7500,89.0000,7.4000,7.1600,3.0000,14.5000,,0.4400,2.0000,
2024-01-25,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,63671.79542,1071.00000,72.0000,,8.0000,,20.0000,,47.1000,0.8400,89.0000,7.3100,7.0600,3.0000,14.4000,,0.5900,2.0000,
2024-01-26,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,64741.79542,1070.00000,61.2000,,7.5000,,40.0000,,27.7000,0.6000,89.0000,7.2900,7.0600,3.1000,14.5000,,0.3600,3.0000,
2024-01-27,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,65746.58318,1004.78776,83.2000,,6.8000,,17.0000,,33.7000,0.5000,90.0000,7.3300,7.0400,2.0000,14.5000,,0.4200,2.0000,
2024-01-29,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,67775.38487,1017.80169,65.6000,,8.8000,,19.0000,,46.7000,0.8600,98.0000,7.1900,6.9800,3.0000,14.3000,,0.6800,2.0000,
2024-01-30,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,68833.38487,1058.00000,68.8000,,8.8000,,17.0000,,44.5000,0.8100,95.0000,7.2400,7.0100,3.1000,14.4000,1.7000,0.6300,2.0000,
2024-01-31,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,69945.57487,1112.19000,81.6000,,8.4000,,19.0000,,29.5000,0.7000,95.0000,7.3100,7.0800,3.1000,14.4000,,0.5000,2.0000,
2024-02-01,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,71106.61171,1161.03684,80.0000,,8.1000,,16.0000,,39.9000,0.7000,88.0000,7.3400,7.1000,3.1000,14.3000,,0.4600,2.0000,
2024-02-02,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,72266.29659,1159.68488,87.2000,,8.4000,,18.0000,,48.7000,0.7500,96.0000,7.3500,7.1000,3.1000,14.4000,,0.4700,3.0000,
2024-02-03,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,73439.00659,1172.71000,96.0000,,7.8000,,17.0000,,28.7000,0.5300,96.0000,7.4100,7.1700,3.1000,14.3000,,0.2600,2.0000,
2024-02-04,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,74629.55699,1190.55040,99.2000,,7.5000,,13.0000,,33.6000,0.3400,98.0000,7.4700,7.2300,3.1000,14.1000,,0.2300,2.0000,
2024-02-05,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,75883.95821,1254.40122,90.4000,,8.8000,,14.0000,,46.7000,0.7700,96.0000,7.4000,7.1500,3.1000,14.4000,1.7000,0.4500,2.0000,
2024-02-06,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,77108.01821,1224.06000,78.4000,,8.9000,,23.0000,,32.0000,0.7300,93.0000,7.3700,7.1200,3.3000,14.3000,1.6000,0.3700,3.0000,
2024-02-07,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,78385.51414,1277.49593,93.2000,,7.8000,,15.0000,,43.7000,0.4900,106.0000,7.3600,7.1200,3.4000,14.4000,1.6000,0.2800,3.0000,
2024-02-08,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,79672.17284,1286.65870,96.0000,,12.0000,,20.0000,,29.5000,1.1100,91.0000,7.2800,7.0500,3.3000,14.6000,1.6000,1.4200,3.0000,
2024-02-09,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,80884.20726,1212.03442,81.2000,,12.1000,,14.0000,,34.8000,0.8900,92.0000,7.2000,6.9900,3.2000,14.3000,,1.4300,5.0000,
2024-02-10,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,82239.15726,1354.95000,,,12.3000,,17.0000,,33.2000,0.9300,92.0000,7.1100,6.9100,3.1000,14.5000,1.6000,1.3200,2.0000,
2024-02-11,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,83617.04726,1377.89000,65.6000,,11.9000,,14.0000,,43.1000,0.9100,94.0000,7.1300,6.8900,3.0000,14.5000,1.6000,1.3200,2.0000,
2024-02-12,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,85005.58726,1388.54000,64.8000,,12.0000,,22.0000,,36.7000,0.8600,96.0000,7.1500,6.9200,3.0000,14.2000,,1.3800,2.0000,
2024-02-13,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,86396.45726,1390.87000,71.1000,,13.0000,,24.0000,,34.3000,1.0600,89.0000,7.1400,6.9300,3.0000,14.5000,,1.4700,3.0000,
2024-02-14,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,87857.88726,1461.43000,69.2000,,13.6000,,16.0000,,37.1000,1.2000,90.0000,7.1400,6.9400,2.9000,14.5000,,1.6200,2.0000,
2024-02-15,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,89331.45151,1473.56425,71.1000,,13.6000,,18.0000,,37.5000,1.0400,88.0000,7.1700,6.8800,2.9000,14.5000,,1.6500,2.0000,
2024-02-16,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,90809.17814,1477.72663,77.0000,,14.8000,,24.0000,,39.0000,1.3800,90.0000,7.1600,6.8900,2.9000,14.5000,,1.6900,3.0000,
2024-02-17,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,92358.94543,1549.76729,,,14.1000,,18.0000,,40.9000,1.4000,90.0000,7.1600,9.6100,2.9000,14.5000,,1.6700,4.0000,
2024-02-18,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,93911.63754,1552.69211,71.2000,,14.5000,,14.0000,,38.9000,1.4500,92.0000,7.2100,6.9500,2.9000,14.5000,,1.6500,6.0000,
2024-02-19,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,95485.74754,1574.11000,104.0000,,14.4000,,11.0000,,59.6000,1.4000,92.0000,7.2300,6.9600,2.9000,14.5000,,1.5300,8.0000,
2024-02-20,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,97064.66923,1578.92169,96.8000,,14.5000,,18.0000,,61.8000,1.3500,93.0000,7.2300,6.9500,2.9000,14.6000,,1.6000,8.0000,
2024-02-21,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,98639.21923,1574.55000,90.8000,,15.8000,,17.0000,,64.0000,1.3800,93.0000,7.1300,6.8800,2.9000,14.6000,,1.7000,8.0000,
2024-02-22,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,100112.56159,1473.34236,90.1000,,15.2000,,11.0000,,65.6000,1.2700,92.0000,7.1400,6.8400,2.9000,14.7000,,1.6400,7.0000,
2024-02-23,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,101591.56159,1479.00000,84.4000,,13.9000,,16.0000,,64.0000,1.1900,86.0000,7.1600,6.9000,2.9000,14.7000,,1.6400,6.0000,
2024-02-24,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,103121.56159,1530.00000,,,15.0000,,11.0000,,64.8000,0.7000,90.0000,7.2000,6.9300,2.9000,14.5000,,1.6300,5.0000,
2024-02-25,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,104657.76159,1536.20000,,,13.8000,,11.0000,,51.7000,0.7000,90.0000,7.3800,7.1300,2.9000,14.5000,,1.6000,4.0000,
2024-02-26,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,106236.76159,1579.00000,87.2000,,13.3000,,11.0000,,61.3000,0.7000,92.0000,7.2100,6.9500,2.9000,14.3000,1.5000,1.5900,4.0000,
2024-02-27,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,107892.76159,1656.00000,84.8000,,13.5000,,13.0000,,40.4000,0.7000,93.0000,7.1900,6.9300,2.9000,14.7000,1.6000,0.5000,2.0000,
2024-02-28,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,109562.27159,1669.51000,86.7000,,14.0000,,21.0000,,59.3000,1.3200,93.0000,7.1900,6.9400,2.9000,14.4000,1.6000,1.7900,4.0000,
2024-02-29,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,111231.09063,1668.81904,88.4000,,14.4000,,25.0000,,67.2000,1.4100,82.0000,7.2100,6.9500,2.9000,14.7000,1.5000,1.7800,5.0000,
2024-03-01,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,112965.09063,1734.00000,92.0000,,16.4000,,17.0000,,64.4000,1.1800,83.0000,7.1600,6.9100,3.3000,14.5000,1.5000,1.7800,5.0000,
2024-03-02,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,113960.44087,995.35024,109.6000,,15.2000,,13.0000,,72.0000,1.4500,91.0000,7.2100,6.9700,3.4000,15.0000,,1.7700,3.0000,
2024-03-04,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,117598.75492,1824.56405,116.0000,,15.3000,,18.0000,,72.4000,1.1900,89.0000,7.2500,6.9900,3.3000,14.6000,,1.8700,3.0000,
2024-03-05,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,119410.36288,1811.60796,,,,,,,,,,,,,,,1.8500,3.0000,
2024-03-06,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,121176.99288,1766.63000,104.0000,,,,,,75.0000,1.7900,,,,,,,1.7300,5.0000,
2024-03-07,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,122778.05288,1601.06000,93.2000,,16.1000,,16.0000,,70.0000,1.5100,88.0000,7.2100,6.9400,3.1000,14.8000,1.6000,1.9200,4.0000,
2024-03-08,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,124379.11288,1601.06000,92.8000,,15.5000,,19.0000,,71.0000,1.3600,88.0000,7.2200,6.9600,3.1000,14.6000,,1.8000,4.0000,
2024-03-09,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,125929.57288,1550.46000,96.4000,,15.8000,,17.0000,,68.8000,1.6300,87.0000,7.2400,7.0000,3.0000,14.6000,1.6000,1.8400,4.0000,
2024-03-10,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,127482.81288,1553.24000,89.6000,,16.2000,,11.0000,,67.6000,1.5200,89.0000,7.2000,6.9500,3.0000,14.6000,,2.0100,5.0000,
2024-03-11,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,128921.87290,1439.06002,96.0000,,16.7000,,12.0000,,65.4000,1.6600,89.0000,7.1600,6.9100,3.0000,14.6000,,2.0600,3.0000,
2024-03-12,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,130601.06290,1679.19000,80.8000,,13.9000,,15.0000,,68.0000,1.0000,89.0000,7.1700,6.9200,3.0000,14.6000,,1.2900,5.0000,
2024-03-13,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,132376.44673,1775.38383,76.0000,,15.1000,,10.0000,,70.8000,1.1500,88.0000,7.1800,6.9200,3.0000,14.7000,,1.6300,5.0000,
2024-03-14,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,134043.58673,1667.14000,88.0000,,17.6000,,15.0000,,68.4000,1.0500,81.0000,7.1700,6.9000,3.0000,14.7000,,1.4100,6.0000,
2024-03-15,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,135633.03925,1589.45252,102.0000,,15.6000,,15.0000,,66.4000,0.8400,90.0000,7.2500,7.0100,3.0000,14.7000,,1.1800,5.0000,
2024-03-16,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,137228.58273,1595.54348,92.0000,,16.2000,,13.0000,,54.2000,0.8200,92.0000,7.3000,7.0500,2.9000,14.6000,,0.8900,6.0000,
2024-03-17,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,138825.58273,1597.00000,96.0000,,17.6000,,4.0000,,52.8000,1.0200,90.0000,6.9400,6.7200,2.9000,15.0000,,1.2900,4.0000,
2024-03-18,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,140385.08273,1559.50000,77.2000,,16.2000,,15.0000,,49.8000,0.6900,90.0000,7.1600,6.9200,2.9000,14.5000,,1.0100,4.0000,
2024-03-19,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,141851.77866,1466.69593,100.0000,,15.2000,,13.0000,,53.8000,0.5700,85.0000,7.2500,7.0500,3.0000,14.7000,,0.8800,4.0000,
2024-03-20,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,142946.77866,1095.00000,122.0000,,15.8000,,23.0000,,44.6000,0.4700,93.0000,7.3900,7.1400,3.0000,14.4000,,0.8400,5.0000,
2024-03-21,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,144039.82553,1093.04687,128.0000,,15.0000,,13.0000,,48.6000,0.3900,91.0000,7.4200,7.1500,3.0000,14.5000,,0.7600,6.0000,
2024-03-22,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,144897.01926,857.19373,117.2000,,14.6000,,15.0000,,45.0000,0.3600,92.0000,7.3000,7.1200,3.1000,14.5000,,0.5700,5.0000,
2024-03-23,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,145723.57002,826.55076,109.0000,,13.7000,,10.0000,,47.4000,0.3500,90.0000,7.2800,7.1100,3.1000,14.5000,,0.4900,2.0000,
2024-03-25,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,146952.88607,547.35940,110.8000,,13.5000,,10.0000,,42.4000,0.2600,92.0000,7.2700,7.1000,2.9000,13.1000,,0.3800,2.0000,
2024-03-26,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,147556.05612,603.17005,106.4000,,11.7000,,14.0000,,40.2000,0.2600,93.0000,7.3200,7.1100,2.9000,12.6000,,0.4200,2.0000,
2024-03-27,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,148103.38626,547.33014,111.2000,,11.8000,,17.0000,,35.4000,0.2200,94.0000,7.3100,7.1100,2.9000,12.6000,,0.3700,2.0000,
2024-03-28,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,148614.72645,511.34019,108.8000,,11.0000,,12.0000,,36.0000,0.2100,98.0000,7.3400,7.1500,2.9000,11.1000,2.1000,0.2900,3.0000,
2024-03-29,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,148883.32655,268.60010,109.2000,,11.7000,,15.0000,,33.7000,0.1700,96.0000,7.3200,7.1400,2.9000,10.9000,2.1000,0.2600,3.0000,
2024-03-30,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,149155.09659,271.77004,97.6000,,10.8000,,15.0000,,24.0000,0.1500,98.0000,7.3200,7.1400,2.9000,10.2000,,0.2300,3.0000,
2024-03-31,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,149366.12664,211.03005,100.0000,,11.1000,,19.0000,,33.0000,0.1700,96.0000,7.3100,7.1200,2.8000,9.8000,,0.2400,3.0000,
2024-04-01,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,149631.31669,265.19005,98.6000,,11.3000,,13.0000,,29.7000,0.1500,92.0000,7.3000,7.1000,2.8000,10.1000,,0.2200,4.0000,
2024-04-02,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,149697.73669,66.42000,,,11.3000,,12.0000,,26.3000,0.1200,93.0000,7.3200,7.1100,3.0000,9.9000,,0.1600,5.0000,
2024-04-03,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,149697.73669,0.00000,91.0000,,11.4000,,19.0000,,31.8000,0.1200,95.0000,7.3200,7.1200,3.0000,9.2000,,0.1600,6.0000,
2024-04-06,Postsmolt B2,RASB2_53.2023-12-12.2024-04-07,RASB2_53,42976.61147,-105181.82200,100.0000,,10.5000,,19.0000,,24.4000,0.0700,94.0000,7.3600,7.1300,3.3000,8.0000,,0.1100,5.0000,
2024-04-22,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,31312.71208,0.00000,,,1.8000,,9.0000,,11.0000,0.0100,99.0000,,,2.9000,12.2000,,0.0400,1.0000,
2024-04-26,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,55207.68202,417.94846,49.2000,,6.8000,,16.0000,,8.6000,0.1000,94.0000,7.3700,7.1200,3.1000,12.1000,,0.1700,1.0000,
2024-04-27,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,55714.09179,506.40977,47.2000,,7.4000,,20.0000,,7.4000,0.1100,94.0000,7.3200,7.0700,3.1000,12.1000,,0.2000,1.0000,
2024-04-28,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,56228.35470,514.26291,36.0000,,7.7000,,20.0000,,12.9000,0.1300,93.0000,7.2000,6.9700,3.1000,12.1000,,0.2500,2.0000,
2024-04-29,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,56718.68118,490.32648,,,8.2000,,17.0000,,12.2000,0.0900,92.0000,7.2200,6.9500,3.1000,12.2000,,0.1900,2.0000,
2024-04-30,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,57180.00527,461.32409,38.0000,,7.8000,,17.0000,,13.2000,0.0900,95.0000,7.2400,6.9700,3.1000,12.2000,,0.1900,3.0000,
2024-05-01,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,57646.00711,466.00184,41.2000,,5.8000,,14.0000,,14.3000,0.0700,95.0000,7.2700,7.0600,3.1000,12.0000,,0.2000,2.0000,
2024-05-02,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,58130.34711,484.34000,,,9.0000,,12.0000,,10.2000,0.0900,94.0000,7.3100,7.0400,3.1000,12.3000,,0.2000,1.0000,
2024-05-03,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,58129.49877,-0.84834,48.4000,,7.4000,,7.0000,,13.2000,0.1000,105.0000,7.3100,7.0400,3.1000,12.2000,,0.2000,1.0000,
2024-05-04,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,58688.51877,559.02000,41.2000,,,,17.0000,,15.4000,0.0800,,,,,,,0.1700,3.0000,
2024-05-05,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,59297.44027,608.92150,40.0000,,7.6000,,14.0000,,9.3000,0.0900,90.0000,7.2400,6.9800,3.1000,11.9000,,0.2300,2.0000,
2024-05-06,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,59990.57477,693.13450,41.6000,,7.6000,,14.0000,,10.1000,0.0900,105.0000,7.2200,7.0000,3.1000,11.9000,,0.2500,3.0000,
2024-05-07,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,60693.26973,702.69496,,,8.1000,,19.0000,,12.7000,,111.0000,7.2100,6.9700,3.0000,11.9000,,,1.0000,
2024-05-08,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,61430.62973,737.36000,37.6000,,8.5000,,17.0000,,12.4000,0.1100,100.0000,7.1900,6.9500,2.6000,12.1000,,0.3300,4.0000,
2024-05-09,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,62189.08973,758.46000,,,8.7000,,18.0000,,16.2000,0.1000,103.0000,7.2500,7.0100,3.0000,12.0000,4.6000,0.3200,5.0000,
2024-05-10,Postsmolt B2,RASB2_52.2024-04-22.2024-06-22,RASB2_52,62987.30973,798.22000,44.8000,,,,15.0000,,25.4000,0.1100,,,,,,,0.3200,4.0000,
